    K_d          mu_d     log10_Kp_crack  log10_asp_crack    Kp
    65.349852    29.911719    -2.388428    -1.312012     0.020000
    68.135820    30.682674    -3.338525    -1.312012     0.020000
    63.684050    28.797249    -2.388428    -1.777832     0.020000
    63.684050    28.797249    -2.388428    -1.777832     0.020000
    68.135820    30.682674    -3.338525    -1.312012     0.020000
    67.925421    30.551522    -3.338525    -1.777832     0.020000
    36.366338     0.002273    -1.813428    -3.562012     0.020000
    60.110821     5.936376    -2.763525    -3.562012     0.020000
    48.061845     9.839043    -1.813428    -2.527832     0.020000
    48.061845     9.839043    -1.813428    -2.527832     0.020000
    60.110821     5.936376    -2.763525    -3.562012     0.020000
    65.516490    26.960930    -2.763525    -2.527832     0.020000
    66.886184    29.849110    -2.963428    -2.062012     0.020000
    68.317366    30.674892    -3.913525    -2.062012     0.020000
    67.923987    30.633207    -2.963428    -1.027832     0.020000
    67.923987    30.633207    -2.963428    -1.027832     0.020000
    68.317366    30.674892    -3.913525    -2.062012     0.020000
    68.437653    30.764512    -3.913525    -1.027832     0.020000
    64.548145    10.856678    -3.250928    -3.937012     0.020000
    60.624855     5.232362    -3.051025    -3.937012     0.020000
    68.001690    30.640404    -3.250928    -1.402832     0.020000
    68.001690    30.640404    -3.250928    -1.402832     0.020000
    60.624855     5.232362    -3.051025    -3.937012     0.020000
    67.711832    30.558393    -3.051025    -1.402832     0.020000
    56.905043    19.030470    -2.100928    -2.437012     0.020000
    51.643964    14.464628    -1.901025    -2.437012     0.020000
    53.488947     7.003771    -2.100928    -2.902832     0.020000
    53.488947     7.003771    -2.100928    -2.902832     0.020000
    51.643964    14.464628    -1.901025    -2.437012     0.020000
    43.948323     1.809800    -1.901025    -2.902832     0.020000
    63.424953    15.720008    -2.675928    -3.187012     0.020000
    67.927605    28.418528    -3.626025    -3.187012     0.020000
    65.319186    28.656065    -2.675928    -2.152832     0.020000
    65.319186    28.656065    -2.675928    -2.152832     0.020000
    67.927605    28.418528    -3.626025    -3.187012     0.020000
    68.129001    30.533622    -3.626025    -2.152832     0.020000
    68.325726    30.718287    -3.825928    -1.687012     0.020000
    64.746525    29.405466    -2.476025    -1.687012     0.020000
    67.875455    25.815089    -3.825928    -3.652832     0.020000
    67.875455    25.815089    -3.825928    -3.652832     0.020000
    64.746525    29.405466    -2.476025    -1.687012     0.020000
    43.901576     0.022512    -2.476025    -3.652832     0.020000
    68.100698    29.374422    -3.754053    -3.093262     0.020000
    67.618692    27.785379    -3.410400    -3.093262     0.020000
    68.362053    30.743465    -3.754053    -1.309082     0.020000
    68.362053    30.743465    -3.754053    -1.309082     0.020000
    67.618692    27.785379    -3.410400    -3.093262     0.020000
    68.192757    30.698088    -3.410400    -1.309082     0.020000
    65.872873    29.913621    -2.604053    -1.593262     0.020000
    62.953621    28.898445    -2.260400    -1.593262     0.020000
    63.797228    21.296082    -2.604053    -2.809082     0.020000
    63.797228    21.296082    -2.604053    -2.809082     0.020000
    62.953621    28.898445    -2.260400    -1.593262     0.020000
    58.621740    13.839376    -2.260400    -2.809082     0.020000
    39.697693     0.001406    -2.029053    -3.843262     0.020000
    67.967262    25.945268    -3.985400    -3.843262     0.020000
    56.818682    23.764685    -2.029053    -2.059082     0.020000
    56.818682    23.764685    -2.029053    -2.059082     0.020000
    67.967262    25.945268    -3.985400    -3.843262     0.020000
    68.345831    30.691601    -3.985400    -2.059082     0.020000
    67.390876    29.756957    -3.179053    -2.343262     0.020000
    66.100290    28.576410    -2.835400    -2.343262     0.020000
    65.891488    16.786580    -3.179053    -3.559082     0.020000
    65.891488    16.786580    -3.179053    -3.559082     0.020000
    66.100290    28.576410    -2.835400    -2.343262     0.020000
    61.877579     7.974489    -2.835400    -3.559082     0.020000
    63.906463    12.378860    -2.891553    -3.468262     0.020000
    38.969674     0.005605    -1.972900    -3.468262     0.020000
    51.428211     1.053897    -2.891553    -3.934082     0.020000
    51.428211     1.053897    -2.891553    -3.934082     0.020000
    38.969674     0.005605    -1.972900    -3.468262     0.020000
    38.897621     0.000418    -1.972900    -3.934082     0.020000
    49.879557    20.013375    -1.741553    -1.968262     0.020000
    67.463102    30.225529    -3.122900    -1.968262     0.020000
    46.262387    10.391724    -1.741553    -2.434082     0.020000
    46.262387    10.391724    -1.741553    -2.434082     0.020000
    67.463102    30.225529    -3.122900    -1.968262     0.020000
    67.202784    29.364714    -3.122900    -2.434082     0.020000
    60.135286    17.465355    -2.316553    -2.718262     0.020000
    63.392051    21.967377    -2.547900    -2.718262     0.020000
    56.592707     6.568669    -2.316553    -3.184082     0.020000
    56.592707     6.568669    -2.316553    -3.184082     0.020000
    63.392051    21.967377    -2.547900    -2.718262     0.020000
    61.692887    12.658573    -2.547900    -3.184082     0.020000
    68.261332    30.718401    -3.466553    -1.218262     0.020000
    68.360949    30.744293    -3.697900    -1.218262     0.020000
    68.099800    30.638371    -3.466553    -1.684082     0.020000
    68.099800    30.638371    -3.466553    -1.684082     0.020000
    68.360949    30.744293    -3.697900    -1.218262     0.020000
    68.265716    30.697243    -3.697900    -1.684082     0.020000
    67.449015    23.068848    -3.610303    -3.655762     0.020000
    43.393287     0.013583    -2.404150    -3.655762     0.020000
    68.100448    30.468933    -3.610303    -2.246582     0.020000
    68.100448    30.468933    -3.610303    -2.246582     0.020000
    43.393287     0.013583    -2.404150    -3.655762     0.020000
    62.594785    26.191000    -2.404150    -2.246582     0.020000
    63.428101    27.360884    -2.460303    -2.155762     0.020000
    68.061619    30.487558    -3.554150    -2.155762     0.020000
    43.668021     0.006953    -2.460303    -3.746582     0.020000
    43.668021     0.006953    -2.460303    -3.746582     0.020000
    68.061619    30.487558    -3.554150    -2.155762     0.020000
    67.134100    20.810297    -3.554150    -3.746582     0.020000
    42.635772     1.372313    -1.885303    -2.905762     0.020000
    38.129498     0.317741    -1.829150    -2.905762     0.020000
    57.489561    27.129411    -1.885303    -1.496582     0.020000
    57.489561    27.129411    -1.885303    -1.496582     0.020000
    38.129498     0.317741    -1.829150    -2.905762     0.020000
    56.224671    26.657211    -1.829150    -1.496582     0.020000
    67.680211    30.549030    -3.035303    -1.405762     0.020000
    67.568096    30.517108    -2.979150    -1.405762     0.020000
    66.548373    24.982212    -3.035303    -2.996582     0.020000
    66.548373    24.982212    -3.035303    -2.996582     0.020000
    67.568096    30.517108    -2.979150    -1.405762     0.020000
    66.281901    24.284499    -2.979150    -2.996582     0.020000
    67.651044    29.656695    -3.322803    -2.530762     0.020000
    68.242664    30.435106    -3.841650    -2.530762     0.020000
    67.626430    29.393284    -3.322803    -2.621582     0.020000
    67.626430    29.393284    -3.322803    -2.621582     0.020000
    68.242664    30.435106    -3.841650    -2.530762     0.020000
    68.235199    30.352393    -3.841650    -2.621582     0.020000
    65.028224    29.869388    -2.172803    -1.030762     0.020000
    67.421645    30.503629    -2.691650    -1.030762     0.020000
    64.548034    29.735065    -2.172803    -1.121582     0.020000
    64.548034    29.735065    -2.172803    -1.121582     0.020000
    67.421645    30.503629    -2.691650    -1.030762     0.020000
    67.265079    30.462185    -2.691650    -1.121582     0.020000
    63.706093    14.708665    -2.747803    -3.280762     0.020000
    67.072212    24.390957    -3.266650    -3.280762     0.020000
    62.971340    11.809717    -2.747803    -3.371582     0.020000
    62.971340    11.809717    -2.747803    -3.371582     0.020000
    67.072212    24.390957    -3.266650    -3.280762     0.020000
    66.913525    22.796288    -3.266650    -3.371582     0.020000
    68.342323    30.717227    -3.897803    -1.780762     0.020000
    60.002243    27.161467    -2.116650    -1.780762     0.020000
    68.333650    30.704357    -3.897803    -1.871582     0.020000
    68.333650    30.704357    -3.897803    -1.871582     0.020000
    60.002243    27.161467    -2.116650    -1.780762     0.020000
    59.605766    26.497687    -2.116650    -1.871582     0.020000
    68.243181    30.319889    -3.861865    -2.671387     0.020000
    65.112283    25.165944    -2.727588    -2.671387     0.020000
    68.334308    30.718174    -3.861865    -1.730957     0.020000
    68.334308    30.718174    -3.861865    -1.730957     0.020000
    65.112283    25.165944    -2.727588    -2.671387     0.020000
    66.276131    29.934986    -2.727588    -1.730957     0.020000
    67.233409    30.451640    -2.711865    -1.171387     0.020000
    68.415023    30.758556    -3.877588    -1.171387     0.020000
    63.600024    15.324775    -2.711865    -3.230957     0.020000
    63.600024    15.324775    -2.711865    -3.230957     0.020000
    68.415023    30.758556    -3.877588    -1.171387     0.020000
    68.168458    29.258977    -3.877588    -3.230957     0.020000
    41.050180     0.010739    -2.136865    -3.421387     0.020000
    41.265702     0.015608    -2.152588    -3.421387     0.020000
    57.528772    18.877759    -2.136865    -2.480957     0.020000
    57.528772    18.877759    -2.136865    -2.480957     0.020000
    41.265702     0.015608    -2.152588    -3.421387     0.020000
    57.862648    19.200197    -2.152588    -2.480957     0.020000
    67.800540    30.435094    -3.286865    -1.921387     0.020000
    67.825259    30.447322    -3.302588    -1.921387     0.020000
    64.783800    11.318211    -3.286865    -3.980957     0.020000
    64.783800    11.318211    -3.286865    -3.980957     0.020000
    67.825259    30.447322    -3.302588    -1.921387     0.020000
    64.955865    11.749612    -3.302588    -3.980957     0.020000
    61.351361     6.205947    -2.999365    -3.796387     0.020000
    67.170109    20.793068    -3.590088    -3.796387     0.020000
    63.905396    10.994251    -2.999365    -3.605957     0.020000
    63.905396    10.994251    -2.999365    -3.605957     0.020000
    67.170109    20.793068    -3.590088    -3.796387     0.020000
    67.472658    23.498464    -3.590088    -3.605957     0.020000
    50.886264    16.434410    -1.849365    -2.296387     0.020000
    62.929686    26.091293    -2.440088    -2.296387     0.020000
    51.975895    20.092872    -1.849365    -2.105957     0.020000
    51.975895    20.092872    -1.849365    -2.105957     0.020000
    62.929686    26.091293    -2.440088    -2.296387     0.020000
    63.311924    27.534428    -2.440088    -2.105957     0.020000
    60.595198    13.391180    -2.424365    -3.046387     0.020000
    66.390567    24.623520    -3.015088    -3.046387     0.020000
    61.364626    16.644256    -2.424365    -2.855957     0.020000
    61.364626    16.644256    -2.424365    -2.855957     0.020000
    66.390567    24.623520    -3.015088    -3.046387     0.020000
    66.582978    26.168569    -3.015088    -2.855957     0.020000
    68.224113    30.694810    -3.574365    -1.546387     0.020000
    56.577388    26.639337    -1.865088    -1.546387     0.020000
    68.277132    30.719443    -3.574365    -1.355957     0.020000
    68.277132    30.719443    -3.574365    -1.355957     0.020000
    56.577388    26.639337    -1.865088    -1.546387     0.020000
    58.446630    27.745348    -1.865088    -1.355957     0.020000
    66.982768    20.859412    -3.430615    -3.608887     0.020000
    61.731008     7.436694    -2.871338    -3.608887     0.020000
    67.997632    30.533684    -3.430615    -1.918457     0.020000
    67.997632    30.533684    -3.430615    -1.918457     0.020000
    61.731008     7.436694    -2.871338    -3.608887     0.020000
    66.707242    29.894768    -2.871338    -1.918457     0.020000
    61.257087    26.196552    -2.280615    -2.108887     0.020000
    47.936177    17.340108    -1.721338    -2.108887     0.020000
    42.708618     0.049579    -2.280615    -3.418457     0.020000
    42.708618     0.049579    -2.280615    -3.418457     0.020000
    47.936177    17.340108    -1.721338    -2.108887     0.020000
    34.574257     0.001336    -1.721338    -3.418457     0.020000
    34.479198     0.046296    -1.705615    -2.858887     0.020000
    67.782466    28.954764    -3.446338    -2.858887     0.020000
    57.244834    27.554811    -1.705615    -1.168457     0.020000
    57.244834    27.554811    -1.705615    -1.168457     0.020000
    67.782466    28.954764    -3.446338    -2.858887     0.020000
    68.266989    30.720521    -3.446338    -1.168457     0.020000
    67.331929    30.457802    -2.855615    -1.358887     0.020000
    64.425298    29.621824    -2.296338    -1.358887     0.020000
    65.951568    26.500911    -2.855615    -2.668457     0.020000
    65.951568    26.500911    -2.855615    -2.668457     0.020000
    64.425298    29.621824    -2.296338    -1.358887     0.020000
    59.966054    18.174895    -2.296338    -2.668457     0.020000
    66.687549    23.506238    -3.143115    -3.233887     0.020000
    39.616822     0.031463    -2.008838    -3.233887     0.020000
    66.924713    26.067164    -3.143115    -3.043457     0.020000
    66.924713    26.067164    -3.143115    -3.043457     0.020000
    39.616822     0.031463    -2.008838    -3.233887     0.020000
    47.660940     2.687310    -2.008838    -3.043457     0.020000
    57.926659    26.445948    -1.993115    -1.733887     0.020000
    67.658603    30.463001    -3.158838    -1.733887     0.020000
    59.251634    27.659968    -1.993115    -1.543457     0.020000
    59.251634    27.659968    -1.993115    -1.543457     0.020000
    67.658603    30.463001    -3.158838    -1.733887     0.020000
    67.783695    30.558075    -3.158838    -1.543457     0.020000
    44.219197     0.005137    -2.568115    -3.983887     0.020000
    44.317918     0.007091    -2.583838    -3.983887     0.020000
    44.292866     0.013002    -2.568115    -3.793457     0.020000
    44.292866     0.013002    -2.568115    -3.793457     0.020000
    44.317918     0.007091    -2.583838    -3.983887     0.020000
    44.431938     0.019358    -2.583838    -3.793457     0.020000
    68.162421    30.369404    -3.718115    -2.483887     0.020000
    68.174468    30.383924    -3.733838    -2.483887     0.020000
    68.183033    30.511513    -3.718115    -2.293457     0.020000
    68.183033    30.511513    -3.718115    -2.293457     0.020000
    68.174468    30.383924    -3.733838    -2.483887     0.020000
    68.194352    30.521049    -3.733838    -2.293457     0.020000
    67.606116    23.190216    -3.789990    -3.890137     0.020000
    35.978832     0.000771    -1.793213    -3.890137     0.020000
    68.186862    30.106061    -3.789990    -2.762207     0.020000
    68.186862    30.106061    -3.789990    -2.762207     0.020000
    35.978832     0.000771    -1.793213    -3.890137     0.020000
    43.086827     2.819721    -1.793213    -2.762207     0.020000
    64.756308    27.067026    -2.639990    -2.390137     0.020000
    66.583572    28.861241    -2.943213    -2.390137     0.020000
    66.814092    30.330679    -2.639990    -1.262207     0.020000
    66.814092    30.330679    -2.639990    -1.262207     0.020000
    66.583572    28.861241    -2.943213    -2.390137     0.020000
    67.653562    30.556457    -2.943213    -1.262207     0.020000
    46.358882     1.545041    -2.064990    -3.140137     0.020000
    58.650819     9.288768    -2.368213    -3.140137     0.020000
    40.164407     0.003865    -2.064990    -3.512207     0.020000
    40.164407     0.003865    -2.064990    -3.512207     0.020000
    58.650819     9.288768    -2.368213    -3.140137     0.020000
    43.294848     0.034869    -2.368213    -3.512207     0.020000
    67.811847    30.546987    -3.214990    -1.640137     0.020000
    68.157384    30.664423    -3.518213    -1.640137     0.020000
    67.609116    30.304673    -3.214990    -2.012207     0.020000
    67.609116    30.304673    -3.214990    -2.012207     0.020000
    68.157384    30.664423    -3.518213    -1.640137     0.020000
    68.055104    30.543023    -3.518213    -2.012207     0.020000
    66.250571    26.223743    -2.927490    -2.765137     0.020000
    67.367644    28.403510    -3.230713    -2.765137     0.020000
    66.516883    28.805762    -2.927490    -2.387207     0.020000
    66.516883    28.805762    -2.927490    -2.387207     0.020000
    67.367644    28.403510    -3.230713    -2.765137     0.020000
    67.499193    29.778277    -3.230713    -2.387207     0.020000
    57.619364    27.590499    -1.777490    -1.265137     0.020000
    62.687732    29.162860    -2.080713    -1.265137     0.020000
    35.680871     0.000678    -1.777490    -3.887207     0.020000
    35.680871     0.000678    -1.777490    -3.887207     0.020000
    62.687732    29.162860    -2.080713    -1.265137     0.020000
    40.358764     0.001841    -2.080713    -3.887207     0.020000
    43.095092     0.024058    -2.352490    -3.515137     0.020000
    67.957427    26.966715    -3.805713    -3.515137     0.020000
    63.778844    29.123759    -2.352490    -1.637207     0.020000
    63.778844    29.123759    -2.352490    -1.637207     0.020000
    67.957427    26.966715    -3.805713    -3.515137     0.020000
    68.324717    30.721201    -3.805713    -1.637207     0.020000
    68.038008    30.532835    -3.502490    -2.015137     0.020000
    65.373920    29.084404    -2.655713    -2.015137     0.020000
    67.766467    28.053384    -3.502490    -3.137207     0.020000
    67.766467    28.053384    -3.502490    -3.137207     0.020000
    65.373920    29.084404    -2.655713    -2.015137     0.020000
    63.431578    16.583048    -2.655713    -3.137207     0.020000
    68.029100    29.354526    -3.646240    -2.952637     0.020000
    68.266779    30.061236    -3.949463    -2.952637     0.020000
    67.476337    23.006759    -3.646240    -3.699707     0.020000
    67.476337    23.006759    -3.646240    -3.699707     0.020000
    68.266779    30.061236    -3.949463    -2.952637     0.020000
    68.004996    26.591013    -3.949463    -3.699707     0.020000
    65.588413    29.917089    -2.496240    -1.452637     0.020000
    67.023030    30.348642    -2.799463    -1.452637     0.020000
    63.721454    27.333304    -2.496240    -2.199707     0.020000
    63.721454    27.333304    -2.496240    -2.199707     0.020000
    67.023030    30.348642    -2.799463    -1.452637     0.020000
    66.031330    29.005478    -2.799463    -2.199707     0.020000
    38.157756     0.001469    -1.921240    -3.702637     0.020000
    66.481880    17.917750    -3.374463    -3.702637     0.020000
    42.871180     1.187782    -1.921240    -2.949707     0.020000
    42.871180     1.187782    -1.921240    -2.949707     0.020000
    66.481880    17.917750    -3.374463    -3.702637     0.020000
    67.621009    28.192698    -3.374463    -2.949707     0.020000
    67.154852    29.809878    -3.071240    -2.202637     0.020000
    60.089787    24.662457    -2.224463    -2.202637     0.020000
    67.706372    30.550355    -3.071240    -1.449707     0.020000
    67.706372    30.550355    -3.071240    -1.449707     0.020000
    60.089787    24.662457    -2.224463    -2.202637     0.020000
    63.252891    29.190687    -2.224463    -1.449707     0.020000
    67.286442    24.804901    -3.358740    -3.327637     0.020000
    59.093011     7.047807    -2.511963    -3.327637     0.020000
    68.251670    30.717159    -3.358740    -1.074707     0.020000
    68.251670    30.717159    -3.358740    -1.074707     0.020000
    59.093011     7.047807    -2.511963    -3.327637     0.020000
    66.767266    30.333131    -2.511963    -1.074707     0.020000
    61.278152    27.545042    -2.208740    -1.827637     0.020000
    68.218950    30.660438    -3.661963    -1.827637     0.020000
    58.666217    18.393171    -2.208740    -2.574707     0.020000
    58.666217    18.393171    -2.208740    -2.574707     0.020000
    68.218950    30.660438    -3.661963    -1.827637     0.020000
    68.104685    30.203267    -3.661963    -2.574707     0.020000
    65.600895    26.703104    -2.783740    -2.577637     0.020000
    51.803515    11.776988    -1.936963    -2.577637     0.020000
    66.419397    29.887204    -2.783740    -1.824707     0.020000
    66.419397    29.887204    -2.783740    -1.824707     0.020000
    51.803515    11.776988    -1.936963    -2.577637     0.020000
    56.143892    25.053705    -1.936963    -1.824707     0.020000
    68.435670    30.764019    -3.933740    -1.077637     0.020000
    68.032210    30.661046    -3.086963    -1.077637     0.020000
    68.181776    29.043013    -3.933740    -3.324707     0.020000
    68.181776    29.043013    -3.933740    -3.324707     0.020000
    68.032210    30.661046    -3.086963    -1.077637     0.020000
    66.221204    20.781586    -3.086963    -3.324707     0.020000
    68.257245    30.018703    -3.951709    -3.022949     0.020000
    39.690692     0.453703    -1.883057    -3.022949     0.020000
    68.323985    30.658049    -3.951709    -2.176270     0.020000
    68.323985    30.658049    -3.951709    -2.176270     0.020000
    39.690692     0.453703    -1.883057    -3.022949     0.020000
    52.546989    19.536112    -1.883057    -2.176270     0.020000
    66.919266    30.293903    -2.801709    -1.522949     0.020000
    67.564582    30.494259    -3.033057    -1.522949     0.020000
    57.747064     3.670466    -2.801709    -3.676270     0.020000
    57.747064     3.670466    -2.801709    -3.676270     0.020000
    67.564582    30.494259    -3.033057    -1.522949     0.020000
    63.632253     9.968361    -3.033057    -3.676270     0.020000
    41.880795     0.001942    -2.226709    -3.772949     0.020000
    43.671000     0.007718    -2.458057    -3.772949     0.020000
    63.402029    29.260592    -2.226709    -1.426270     0.020000
    63.402029    29.260592    -2.226709    -1.426270     0.020000
    43.671000     0.007718    -2.458057    -3.772949     0.020000
    65.420032    29.880684    -2.458057    -1.426270     0.020000
    67.810149    30.218317    -3.376709    -2.272949     0.020000
    68.094397    30.449209    -3.608057    -2.272949     0.020000
    67.634246    28.323679    -3.376709    -2.926270     0.020000
    67.634246    28.323679    -3.376709    -2.926270     0.020000
    68.094397    30.449209    -3.608057    -2.272949     0.020000
    67.991397    29.308822    -3.608057    -2.926270     0.020000
    65.999969    19.047095    -3.089209    -3.397949     0.020000
    67.053316    23.109140    -3.320557    -3.397949     0.020000
    67.048156    28.796843    -3.089209    -2.551270     0.020000
    67.048156    28.796843    -3.089209    -2.551270     0.020000
    67.053316    23.109140    -3.320557    -3.397949     0.020000
    67.641231    29.596435    -3.320557    -2.551270     0.020000
    55.794138    24.281472    -1.939209    -1.897949     0.020000
    60.428734    26.765999    -2.170557    -1.897949     0.020000
    62.543794    29.180777    -1.939209    -1.051270     0.020000
    62.543794    29.180777    -1.939209    -1.051270     0.020000
    60.428734    26.765999    -2.170557    -1.897949     0.020000
    64.905122    29.836322    -2.170557    -1.051270     0.020000
    63.155588    22.620681    -2.514209    -2.647949     0.020000
    68.264342    30.377372    -3.895557    -2.647949     0.020000
    59.654739     7.997645    -2.514209    -3.301270     0.020000
    59.654739     7.997645    -2.514209    -3.301270     0.020000
    68.264342    30.377372    -3.895557    -2.647949     0.020000
    68.160522    29.008370    -3.895557    -3.301270     0.020000
    68.364094    30.745604    -3.664209    -1.147949     0.020000
    67.365262    30.487347    -2.745557    -1.147949     0.020000
    68.224799    30.667250    -3.664209    -1.801270     0.020000
    68.224799    30.667250    -3.664209    -1.801270     0.020000
    67.365262    30.487347    -2.745557    -1.147949     0.020000
    66.264879    29.850467    -2.745557    -1.801270     0.020000
    66.614370    17.482490    -3.520459    -3.960449     0.020000
    67.459108    22.067320    -3.751807    -3.960449     0.020000
    68.283371    30.723815    -3.520459    -1.238770     0.020000
    68.283371    30.723815    -3.520459    -1.238770     0.020000
    67.459108    22.067320    -3.751807    -3.960449     0.020000
    68.373916    30.747473    -3.751807    -1.238770     0.020000
    61.706169    23.346930    -2.370459    -2.460449     0.020000
    64.341933    26.125692    -2.601807    -2.460449     0.020000
    60.961578    18.168791    -2.370459    -2.738770     0.020000
    60.961578    18.168791    -2.370459    -2.738770     0.020000
    64.341933    26.125692    -2.601807    -2.460449     0.020000
    63.918315    22.490802    -2.601807    -2.738770     0.020000
    36.042083     0.006539    -1.795459    -3.210449     0.020000
    66.858014    24.340882    -3.176807    -3.210449     0.020000
    51.424271    20.687117    -1.795459    -1.988770     0.020000
    51.424271    20.687117    -1.795459    -1.988770     0.020000
    66.858014    24.340882    -3.176807    -3.210449     0.020000
    67.575587    30.267745    -3.176807    -1.988770     0.020000
    67.156557    30.285664    -2.945459    -1.710449     0.020000
    58.742873    26.910699    -2.026807    -1.710449     0.020000
    64.341410    13.116795    -2.945459    -3.488770     0.020000
    64.341410    13.116795    -2.945459    -3.488770     0.020000
    58.742873    26.910699    -2.026807    -1.710449     0.020000
    39.669998     0.003306    -2.026807    -3.488770     0.020000
    67.341422    28.008950    -3.232959    -2.835449     0.020000
    59.553911    14.503630    -2.314307    -2.835449     0.020000
    64.716479    11.443966    -3.232959    -3.863770     0.020000
    64.716479    11.443966    -3.232959    -3.863770     0.020000
    59.553911    14.503630    -2.314307    -2.835449     0.020000
    42.642722     0.002716    -2.314307    -3.863770     0.020000
    62.223406    28.975513    -2.082959    -1.335449     0.020000
    68.219535    30.704411    -3.464307    -1.335449     0.020000
    56.779526    20.079493    -2.082959    -2.363770     0.020000
    56.779526    20.079493    -2.082959    -2.363770     0.020000
    68.219535    30.704411    -3.464307    -1.335449     0.020000
    67.917398    30.220189    -3.464307    -2.363770     0.020000
    54.792858     2.471438    -2.657959    -3.585449     0.020000
    34.929314     0.000737    -1.739307    -3.585449     0.020000
    63.556433    17.222849    -2.657959    -3.113770     0.020000
    63.556433    17.222849    -2.657959    -3.113770     0.020000
    34.929314     0.000737    -1.739307    -3.585449     0.020000
    35.002477     0.011869    -1.739307    -3.113770     0.020000
    68.263822    30.639132    -3.807959    -2.085449     0.020000
    66.573570    29.626739    -2.889307    -2.085449     0.020000
    68.329221    30.724055    -3.807959    -1.613770     0.020000
    68.329221    30.724055    -3.807959    -1.613770     0.020000
    66.573570    29.626739    -2.889307    -2.085449     0.020000
    67.088423    30.311026    -2.889307    -1.613770     0.020000
    67.881255    26.610680    -3.736084    -3.491699     0.020000
    59.448005     5.789974    -2.673682    -3.491699     0.020000
    67.953764    27.535561    -3.736084    -3.395020     0.020000
    67.953764    27.535561    -3.736084    -3.395020     0.020000
    59.448005     5.789974    -2.673682    -3.491699     0.020000
    61.471458     9.060893    -2.673682    -3.395020     0.020000
    65.024528    28.822825    -2.586084    -1.991699     0.020000
    68.291349    30.663753    -3.823682    -1.991699     0.020000
    65.159693    29.175194    -2.586084    -1.895020     0.020000
    65.159693    29.175194    -2.586084    -1.895020     0.020000
    68.291349    30.663753    -3.823682    -1.991699     0.020000
    68.299868    30.685565    -3.823682    -1.895020     0.020000
    52.641421     9.144643    -2.011084    -2.741699     0.020000
    55.222423    11.492372    -2.098682    -2.741699     0.020000
    53.523595    11.883810    -2.011084    -2.645020     0.020000
    53.523595    11.883810    -2.011084    -2.645020     0.020000
    55.222423    11.492372    -2.098682    -2.741699     0.020000
    55.887982    14.135462    -2.098682    -2.645020     0.020000
    68.000420    30.649499    -3.161084    -1.241699     0.020000
    68.091738    30.673513    -3.248682    -1.241699     0.020000
    68.064097    30.668604    -3.161084    -1.145020     0.020000
    68.064097    30.668604    -3.161084    -1.145020     0.020000
    68.091738    30.673513    -3.248682    -1.241699     0.020000
    68.143917    30.689138    -3.248682    -1.145020     0.020000
    65.456946    21.420574    -2.873584    -3.116699     0.020000
    67.830391    28.370119    -3.536182    -3.116699     0.020000
    67.160127    30.369920    -2.873584    -1.520020     0.020000
    67.160127    30.369920    -2.873584    -1.520020     0.020000
    67.830391    28.370119    -3.536182    -3.116699     0.020000
    68.206515    30.691270    -3.536182    -1.520020     0.020000
    52.212325    24.521113    -1.723584    -1.616699     0.020000
    64.180645    29.300198    -2.386182    -1.616699     0.020000
    34.711907     0.018132    -1.723584    -3.020020     0.020000
    34.711907     0.018132    -1.723584    -3.020020     0.020000
    64.180645    29.300198    -2.386182    -1.616699     0.020000
    60.071161    13.111877    -2.386182    -3.020020     0.020000
    42.505713     0.002086    -2.298584    -3.866699     0.020000
    58.620737     3.832672    -2.961182    -3.866699     0.020000
    61.092290    24.814839    -2.298584    -2.270020     0.020000
    61.092290    24.814839    -2.298584    -2.270020     0.020000
    58.620737     3.832672    -2.961182    -3.866699     0.020000
    66.732613    29.350604    -2.961182    -2.270020     0.020000
    67.895430    30.196004    -3.448584    -2.366699     0.020000
    49.231690    13.901075    -1.811182    -2.366699     0.020000
    66.659281    18.334219    -3.448584    -3.770020     0.020000
    66.659281    18.334219    -3.448584    -3.770020     0.020000
    49.231690    13.901075    -1.811182    -2.366699     0.020000
    36.274497     0.000222    -1.811182    -3.770020     0.020000
    68.038868    30.135888    -3.592334    -2.554199     0.020000
    67.097517    28.851837    -3.104932    -2.554199     0.020000
    67.871174    28.100203    -3.592334    -3.207520     0.020000
    67.871174    28.100203    -3.592334    -3.207520     0.020000
    67.097517    28.851837    -3.104932    -2.554199     0.020000
    66.568566    23.415309    -3.104932    -3.207520     0.020000
    66.533074    30.271687    -2.442334    -1.054199     0.020000
    62.718411    29.230208    -1.954932    -1.054199     0.020000
    64.402119    29.239787    -2.442334    -1.707520     0.020000
    64.402119    29.239787    -2.442334    -1.707520     0.020000
    62.718411    29.230208    -1.954932    -1.054199     0.020000
    57.290160    26.291389    -1.954932    -1.707520     0.020000
    37.306130     0.005537    -1.867334    -3.304199     0.020000
    67.937938    27.914233    -3.679932    -3.304199     0.020000
    37.301148     0.001105    -1.867334    -3.957520     0.020000
    37.301148     0.001105    -1.867334    -3.957520     0.020000
    67.937938    27.914233    -3.679932    -3.304199     0.020000
    67.255911    20.816677    -3.679932    -3.957520     0.020000
    67.284744    30.276639    -3.017334    -1.804199     0.020000
    64.897440    29.259453    -2.529932    -1.804199     0.020000
    66.842053    28.894570    -3.017334    -2.457520     0.020000
    66.842053    28.894570    -3.017334    -2.457520     0.020000
    64.897440    29.259453    -2.529932    -1.804199     0.020000
    63.651421    25.412032    -2.529932    -2.457520     0.020000
