    K_f          mu_f          f            Kp
    55.023616    25.866890     0.205284     0.100000
    54.990841    25.855963     0.208595     0.100000
    54.957850    25.844954     0.211906     0.100000
    54.924643    25.833862     0.215217     0.100000
    54.891216    25.822687     0.218528     0.100000
    54.857568    25.811427     0.221839     0.100000
    54.823697    25.800081     0.225151     0.100000
    54.789599    25.788649     0.228462     0.100000
    54.755273    25.777130     0.231773     0.100000
    54.720717    25.765522     0.235084     0.100000
    54.685928    25.753824     0.238395     0.100000
    54.650904    25.742036     0.241706     0.100000
    54.615643    25.730157     0.245017     0.100000
    54.580141    25.718185     0.248328     0.100000
    54.544397    25.706119     0.251639     0.100000
    54.508408    25.693958     0.254950     0.100000
    54.472172    25.681701     0.258261     0.100000
    54.435686    25.669347     0.261572     0.100000
    54.398947    25.656894     0.264883     0.100000
    54.361953    25.644342     0.268194     0.100000
    54.324701    25.631690     0.271505     0.100000
    54.287189    25.618936     0.274816     0.100000
    54.249413    25.606078     0.278127     0.100000
    54.211371    25.593116     0.281438     0.100000
    54.173060    25.580048     0.284749     0.100000
    54.134478    25.566874     0.288060     0.100000
    54.095620    25.553591     0.291371     0.100000
    54.056485    25.540199     0.294682     0.100000
    54.017070    25.526695     0.297993     0.100000
    53.977371    25.513079     0.301304     0.100000
    53.937385    25.499350     0.304615     0.100000
    53.897109    25.485505     0.307926     0.100000
    53.856540    25.471543     0.311237     0.100000
    53.815675    25.457464     0.314548     0.100000
    53.774511    25.443265     0.317860     0.100000
    53.733043    25.428944     0.321171     0.100000
    53.691270    25.414501     0.324482     0.100000
    53.649187    25.399933     0.327793     0.100000
    53.606791    25.385240     0.331104     0.100000
    53.564079    25.370419     0.334415     0.100000
    53.521046    25.355468     0.337726     0.100000
    53.477690    25.340387     0.341037     0.100000
    53.434007    25.325173     0.344348     0.100000
    53.389992    25.309825     0.347659     0.100000
    53.345643    25.294340     0.350970     0.100000
    53.300955    25.278717     0.354281     0.100000
    53.255924    25.262955     0.357592     0.100000
    53.210547    25.247050     0.360903     0.100000
    53.164820    25.231002     0.364214     0.100000
    53.118738    25.214808     0.367525     0.100000
    53.072297    25.198467     0.370836     0.100000
    53.025493    25.181976     0.374147     0.100000
    52.978322    25.165333     0.377458     0.100000
    52.930779    25.148536     0.380769     0.100000
    52.882861    25.131583     0.384080     0.100000
    52.834562    25.114472     0.387391     0.100000
    52.785878    25.097200     0.390702     0.100000
    52.736804    25.079766     0.394013     0.100000
    52.687336    25.062167     0.397324     0.100000
    52.637469    25.044400     0.400635     0.100000
    52.587198    25.026464     0.403946     0.100000
    52.536519    25.008355     0.407258     0.100000
    52.485425    24.990072     0.410569     0.100000
    52.433913    24.971612     0.413880     0.100000
    52.381976    24.952971     0.417191     0.100000
    52.329610    24.934148     0.420502     0.100000
    52.276809    24.915140     0.423813     0.100000
    52.223568    24.895944     0.427124     0.100000
    52.169882    24.876558     0.430435     0.100000
    52.115744    24.856978     0.433746     0.100000
    52.061149    24.837201     0.437057     0.100000
    52.006091    24.817225     0.440368     0.100000
    51.950564    24.797046     0.443679     0.100000
    51.894563    24.776661     0.446990     0.100000
    51.838081    24.756068     0.450301     0.100000
    51.781111    24.735263     0.453612     0.100000
    51.723649    24.714243     0.456923     0.100000
    51.665686    24.693004     0.460234     0.100000
    51.607217    24.671543     0.463545     0.100000
    51.548235    24.649856     0.466856     0.100000
    51.488733    24.627940     0.470167     0.100000
    51.428704    24.605792     0.473478     0.100000
    51.368142    24.583407     0.476789     0.100000
    51.307038    24.560781     0.480100     0.100000
    51.245387    24.537911     0.483411     0.100000
    51.183179    24.514793     0.486722     0.100000
    51.120409    24.491423     0.490033     0.100000
    51.057067    24.467797     0.493344     0.100000
    50.993147    24.443909     0.496656     0.100000
    50.928641    24.419757     0.499967     0.100000
    50.863539    24.395335     0.503278     0.100000
    50.797835    24.370639     0.506589     0.100000
    50.731519    24.345664     0.509900     0.100000
    50.664583    24.320407     0.513211     0.100000
    50.597018    24.294860     0.516522     0.100000
    50.528815    24.269021     0.519833     0.100000
    50.459966    24.242883     0.523144     0.100000
    50.390461    24.216442     0.526455     0.100000
    50.320291    24.189692     0.529766     0.100000
    50.249445    24.162628     0.533077     0.100000
    50.177915    24.135244     0.536388     0.100000
    50.105690    24.107534     0.539699     0.100000
    50.032759    24.079493     0.543010     0.100000
    49.959114    24.051115     0.546321     0.100000
    49.884743    24.022393     0.549632     0.100000
    49.809635    23.993321     0.552943     0.100000
    49.733779    23.963894     0.556254     0.100000
    49.657165    23.934103     0.559565     0.100000
    49.579780    23.903943     0.562876     0.100000
    49.501613    23.873406     0.566187     0.100000
    49.422653    23.842486     0.569498     0.100000
    49.342886    23.811174     0.572809     0.100000
    49.262301    23.779465     0.576120     0.100000
    49.180884    23.747349     0.579431     0.100000
    49.098624    23.714820     0.582742     0.100000
    49.015506    23.681869     0.586054     0.100000
    48.931518    23.648487     0.589365     0.100000
    48.846645    23.614667     0.592676     0.100000
    48.760873    23.580400     0.595987     0.100000
    48.674189    23.545676     0.599298     0.100000
    48.586577    23.510487     0.602609     0.100000
    48.498022    23.474823     0.605920     0.100000
    48.408510    23.438674     0.609231     0.100000
    48.318024    23.402030     0.612542     0.100000
    48.226549    23.364882     0.615853     0.100000
    48.134068    23.327218     0.619164     0.100000
    48.040565    23.289029     0.622475     0.100000
    47.946023    23.250302     0.625786     0.100000
    47.850423    23.211026     0.629097     0.100000
    47.753749    23.171190     0.632408     0.100000
    47.655982    23.130781     0.635719     0.100000
    47.557104    23.089788     0.639030     0.100000
    47.457094    23.048196     0.642341     0.100000
    47.355935    23.005994     0.645652     0.100000
    47.253606    22.963167     0.648963     0.100000
    47.150086    22.919701     0.652274     0.100000
    47.045355    22.875582     0.655585     0.100000
    46.939391    22.830796     0.658896     0.100000
    46.832172    22.785326     0.662207     0.100000
    46.723677    22.739158     0.665518     0.100000
    46.613881    22.692274     0.668829     0.100000
    46.502762    22.644659     0.672140     0.100000
    46.390295    22.596294     0.675452     0.100000
    46.276456    22.547162     0.678763     0.100000
    46.161219    22.497245     0.682074     0.100000
    46.044559    22.446523     0.685385     0.100000
    45.926449    22.394977     0.688696     0.100000
    45.806862    22.342586     0.692007     0.100000
    45.685770    22.289330     0.695318     0.100000
    45.563144    22.235187     0.698629     0.100000
    45.438955    22.180135     0.701940     0.100000
    45.313173    22.124149     0.705251     0.100000
    45.185767    22.067208     0.708562     0.100000
    45.056705    22.009284     0.711873     0.100000
    44.925956    21.950354     0.715184     0.100000
    44.793485    21.890390     0.718495     0.100000
    44.659259    21.829365     0.721806     0.100000
    44.523241    21.767251     0.725117     0.100000
    44.385397    21.704018     0.728428     0.100000
    44.245690    21.639634     0.731739     0.100000
    44.104080    21.574070     0.735050     0.100000
    43.960529    21.507291     0.738361     0.100000
    43.814997    21.439264     0.741672     0.100000
    43.667443    21.369953     0.744983     0.100000
    43.517823    21.299321     0.748294     0.100000
    43.366095    21.227331     0.751605     0.100000
    43.212214    21.153941     0.754916     0.100000
    43.056132    21.079112     0.758227     0.100000
    42.897804    21.002801     0.761538     0.100000
    42.737180    20.924961     0.764849     0.100000
    42.574209    20.845548     0.768161     0.100000
    42.408840    20.764513     0.771472     0.100000
    42.241019    20.681805     0.774783     0.100000
    42.070692    20.597371     0.778094     0.100000
    41.897803    20.511158     0.781405     0.100000
    41.722291    20.423107     0.784716     0.100000
    41.544099    20.333159     0.788027     0.100000
    41.363163    20.241253     0.791338     0.100000
    41.179420    20.147323     0.794649     0.100000
    40.992805    20.051301     0.797960     0.100000
    40.803248    19.953116     0.801271     0.100000
    40.610680    19.852693     0.804582     0.100000
    40.415030    19.749956     0.807893     0.100000
    40.216221    19.644823     0.811204     0.100000
    40.014177    19.537208     0.814515     0.100000
    39.808819    19.427022     0.817826     0.100000
    39.600064    19.314171     0.821137     0.100000
    39.387828    19.198557     0.824448     0.100000
    39.172021    19.080076     0.827759     0.100000
    38.952555    18.958620     0.831070     0.100000
    38.729333    18.834074     0.834381     0.100000
    38.502261    18.706317     0.837692     0.100000
    38.271236    18.575224     0.841003     0.100000
    38.036155    18.440661     0.844314     0.100000
    37.796910    18.302486     0.847625     0.100000
    37.553390    18.160551     0.850936     0.100000
    37.305479    18.014700     0.854247     0.100000
    37.053056    17.864765     0.857559     0.100000
    36.795998    17.710571     0.860870     0.100000
    36.534176    17.551933     0.864181     0.100000
    36.267456    17.388652     0.867492     0.100000
    35.995699    17.220519     0.870803     0.100000
    35.718762    17.047312     0.874114     0.100000
    35.436495    16.868795     0.877425     0.100000
    35.148742    16.684716     0.880736     0.100000
    34.855342    16.494805     0.884047     0.100000
    34.556128    16.298778     0.887358     0.100000
    34.250923    16.096329     0.890669     0.100000
    33.939548    15.887129     0.893980     0.100000
    33.621812    15.670829     0.897291     0.100000
    33.297519    15.447053     0.900602     0.100000
    32.966464    15.215398     0.903913     0.100000
    32.628433    14.975427     0.907224     0.100000
    32.283203    14.726674     0.910535     0.100000
    31.930542    14.468632     0.913846     0.100000
    31.570207    14.200753     0.917157     0.100000
    31.201945    13.922443     0.920468     0.100000
    30.825492    13.633057     0.923779     0.100000
    30.440570    13.331892     0.927090     0.100000
    30.046892    13.018178     0.930401     0.100000
    29.644155    12.691073     0.933712     0.100000
    29.232042    12.349652     0.937023     0.100000
    28.810223    11.992891     0.940334     0.100000
    28.378349    11.619659     0.943645     0.100000
    27.936059    11.228693     0.946957     0.100000
    27.482969    10.818585     0.950268     0.100000
    27.018680    10.387746     0.953579     0.100000
    26.542770     9.934378     0.956890     0.100000
    26.054800     9.456426     0.960201     0.100000
    25.554303     8.951526     0.963512     0.100000
    25.040792     8.416919     0.966823     0.100000
    24.513751     7.849356     0.970134     0.100000
    23.972640     7.244942     0.973445     0.100000
    23.416888     6.598926     0.976756     0.100000
    22.845891     5.905385     0.980067     0.100000
    22.259013     5.156725     0.983378     0.100000
    21.655584     4.342883     0.986689     0.100000
    21.034893     3.449965     0.990000     0.100000
    50.496773    23.956351     0.000000     0.150000
    50.468549    23.946926     0.003311     0.150000
    50.440181    23.937447     0.006622     0.150000
    50.411668    23.927911     0.009933     0.150000
    50.383008    23.918320     0.013244     0.150000
    50.354201    23.908673     0.016555     0.150000
    50.325244    23.898968     0.019866     0.150000
    50.296139    23.889207     0.023177     0.150000
    50.266882    23.879387     0.026488     0.150000
    50.237473    23.869509     0.029799     0.150000
    50.207910    23.859572     0.033110     0.150000
    50.178193    23.849575     0.036421     0.150000
    50.148320    23.839518     0.039732     0.150000
    50.118290    23.829401     0.043043     0.150000
    50.088102    23.819223     0.046355     0.150000
    50.057755    23.808983     0.049666     0.150000
    50.027246    23.798681     0.052977     0.150000
    49.996576    23.788316     0.056288     0.150000
    49.965742    23.777887     0.059599     0.150000
    49.934744    23.767395     0.062910     0.150000
    49.903579    23.756838     0.066221     0.150000
    49.872248    23.746216     0.069532     0.150000
    49.840747    23.735528     0.072843     0.150000
    49.809077    23.724774     0.076154     0.150000
    49.777235    23.713953     0.079465     0.150000
    49.745220    23.703064     0.082776     0.150000
    49.713031    23.692107     0.086087     0.150000
    49.680667    23.681082     0.089398     0.150000
    49.648125    23.669986     0.092709     0.150000
    49.615405    23.658821     0.096020     0.150000
    49.582505    23.647584     0.099331     0.150000
    49.549423    23.636276     0.102642     0.150000
    49.516158    23.624896     0.105953     0.150000
    49.482709    23.613443     0.109264     0.150000
    49.449074    23.601916     0.112575     0.150000
    49.415250    23.590315     0.115886     0.150000
    49.381238    23.578638     0.119197     0.150000
    49.347035    23.566886     0.122508     0.150000
    49.312640    23.555058     0.125819     0.150000
    49.278050    23.543152     0.129130     0.150000
    49.243265    23.531168     0.132441     0.150000
    49.208283    23.519105     0.135753     0.150000
    49.173101    23.506963     0.139064     0.150000
    49.137719    23.494740     0.142375     0.150000
    49.102134    23.482437     0.145686     0.150000
    49.066345    23.470051     0.148997     0.150000
    49.030350    23.457582     0.152308     0.150000
    48.994147    23.445030     0.155619     0.150000
    48.957735    23.432393     0.158930     0.150000
    48.921111    23.419670     0.162241     0.150000
    48.884274    23.406862     0.165552     0.150000
    48.847222    23.393966     0.168863     0.150000
    48.809953    23.380983     0.172174     0.150000
    48.772465    23.367910     0.175485     0.150000
    48.734757    23.354748     0.178796     0.150000
    48.696825    23.341495     0.182107     0.150000
    48.658669    23.328150     0.185418     0.150000
    48.620286    23.314713     0.188729     0.150000
    48.581674    23.301182     0.192040     0.150000
    48.542831    23.287556     0.195351     0.150000
    48.503755    23.273835     0.198662     0.150000
    48.464445    23.260017     0.201973     0.150000
    48.424897    23.246102     0.205284     0.150000
    48.385110    23.232088     0.208595     0.150000
    48.345081    23.217974     0.211906     0.150000
    48.304809    23.203759     0.215217     0.150000
    48.264290    23.189443     0.218528     0.150000
    48.223524    23.175023     0.221839     0.150000
    48.182507    23.160500     0.225151     0.150000
    48.141237    23.145871     0.228462     0.150000
    48.099712    23.131136     0.231773     0.150000
    48.057930    23.116293     0.235084     0.150000
    48.015887    23.101342     0.238395     0.150000
    47.973583    23.086281     0.241706     0.150000
    47.931013    23.071109     0.245017     0.150000
    47.888176    23.055824     0.248328     0.150000
    47.845070    23.040425     0.251639     0.150000
    47.801691    23.024912     0.254950     0.150000
    47.758037    23.009283     0.258261     0.150000
    47.714105    22.993536     0.261572     0.150000
    47.669894    22.977670     0.264883     0.150000
    47.625399    22.961684     0.268194     0.150000
    47.580618    22.945577     0.271505     0.150000
    47.535549    22.929347     0.274816     0.150000
    47.490189    22.912992     0.278127     0.150000
    47.444535    22.896511     0.281438     0.150000
    47.398584    22.879904     0.284749     0.150000
    47.352333    22.863167     0.288060     0.150000
    47.305780    22.846301     0.291371     0.150000
    47.258920    22.829302     0.294682     0.150000
    47.211752    22.812171     0.297993     0.150000
    47.164272    22.794904     0.301304     0.150000
    47.116477    22.777501     0.304615     0.150000
    47.068364    22.759960     0.307926     0.150000
    47.019929    22.742279     0.311237     0.150000
    46.971170    22.724457     0.314548     0.150000
    46.922084    22.706491     0.317860     0.150000
    46.872666    22.688381     0.321171     0.150000
    46.822914    22.670124     0.324482     0.150000
    46.772824    22.651719     0.327793     0.150000
    46.722392    22.633164     0.331104     0.150000
    46.671616    22.614456     0.334415     0.150000
    46.620491    22.595595     0.337726     0.150000
    46.569015    22.576577     0.341037     0.150000
    46.517183    22.557402     0.344348     0.150000
    46.464991    22.538067     0.347659     0.150000
    46.412437    22.518570     0.350970     0.150000
    46.359515    22.498910     0.354281     0.150000
    46.306223    22.479083     0.357592     0.150000
    46.252557    22.459089     0.360903     0.150000
    46.198511    22.438924     0.364214     0.150000
    46.144083    22.418588     0.367525     0.150000
    46.089269    22.398076     0.370836     0.150000
    46.034063    22.377388     0.374147     0.150000
    45.978463    22.356521     0.377458     0.150000
    45.922463    22.335472     0.380769     0.150000
    45.866060    22.314239     0.384080     0.150000
    45.809249    22.292820     0.387391     0.150000
    45.752025    22.271213     0.390702     0.150000
    45.694384    22.249414     0.394013     0.150000
    45.636322    22.227422     0.397324     0.150000
    45.577834    22.205233     0.400635     0.150000
    45.518915    22.182845     0.403946     0.150000
    45.459561    22.160256     0.407258     0.150000
    45.399766    22.137462     0.410569     0.150000
    45.339525    22.114461     0.413880     0.150000
    45.278834    22.091249     0.417191     0.150000
    45.217688    22.067825     0.420502     0.150000
    45.156081    22.044185     0.423813     0.150000
    45.094008    22.020326     0.427124     0.150000
    45.031464    21.996246     0.430435     0.150000
    44.968444    21.971940     0.433746     0.150000
    44.904942    21.947406     0.437057     0.150000
    44.840952    21.922640     0.440368     0.150000
    44.776469    21.897640     0.443679     0.150000
    44.711487    21.872401     0.446990     0.150000
    44.646001    21.846921     0.450301     0.150000
    44.580004    21.821196     0.453612     0.150000
    44.513490    21.795223     0.456923     0.150000
    44.446453    21.768997     0.460234     0.150000
    44.378888    21.742515     0.463545     0.150000
    44.310788    21.715774     0.466856     0.150000
    44.242146    21.688769     0.470167     0.150000
    44.172956    21.661497     0.473478     0.150000
    44.103211    21.633954     0.476789     0.150000
    44.032905    21.606135     0.480100     0.150000
    43.962031    21.578036     0.483411     0.150000
    43.890582    21.549654     0.486722     0.150000
    43.818551    21.520983     0.490033     0.150000
    43.745931    21.492020     0.493344     0.150000
    43.672714    21.462759     0.496656     0.150000
    43.598894    21.433197     0.499967     0.150000
    43.524462    21.403329     0.503278     0.150000
    43.449411    21.373149     0.506589     0.150000
    43.373734    21.342653     0.509900     0.150000
    43.297422    21.311836     0.513211     0.150000
    43.220467    21.280693     0.516522     0.150000
    43.142862    21.249218     0.519833     0.150000
    43.064598    21.217407     0.523144     0.150000
    42.985666    21.185254     0.526455     0.150000
    42.906058    21.152753     0.529766     0.150000
    42.825765    21.119898     0.533077     0.150000
    42.744779    21.086684     0.536388     0.150000
    42.663090    21.053106     0.539699     0.150000
    42.580689    21.019156     0.543010     0.150000
    42.497567    20.984828     0.546321     0.150000
    42.413714    20.950117     0.549632     0.150000
    42.329121    20.915016     0.552943     0.150000
    42.243778    20.879518     0.556254     0.150000
    42.157674    20.843616     0.559565     0.150000
    42.070800    20.807304     0.562876     0.150000
    41.983145    20.770575     0.566187     0.150000
    41.894698    20.733420     0.569498     0.150000
    41.805450    20.695833     0.572809     0.150000
    41.715388    20.657806     0.576120     0.150000
    41.624502    20.619332     0.579431     0.150000
    41.532780    20.580402     0.582742     0.150000
    41.440211    20.541008     0.586054     0.150000
    41.346783    20.501143     0.589365     0.150000
    41.252484    20.460796     0.592676     0.150000
    41.157302    20.419960     0.595987     0.150000
    41.061223    20.378626     0.599298     0.150000
    40.964237    20.336785     0.602609     0.150000
    40.866328    20.294426     0.605920     0.150000
    40.767486    20.251540     0.609231     0.150000
    40.667695    20.208119     0.612542     0.150000
    40.566942    20.164150     0.615853     0.150000
    40.465214    20.119624     0.619164     0.150000
    40.362495    20.074531     0.622475     0.150000
    40.258772    20.028859     0.625786     0.150000
    40.154030    19.982597     0.629097     0.150000
    40.048253    19.935734     0.632408     0.150000
    39.941426    19.888257     0.635719     0.150000
    39.833534    19.840155     0.639030     0.150000
    39.724561    19.791415     0.642341     0.150000
    39.614489    19.742025     0.645652     0.150000
    39.503303    19.691971     0.648963     0.150000
    39.390985    19.641239     0.652274     0.150000
    39.277518    19.589816     0.655585     0.150000
    39.162885    19.537688     0.658896     0.150000
    39.047066    19.484840     0.662207     0.150000
    38.930045    19.431257     0.665518     0.150000
    38.811801    19.376924     0.668829     0.150000
    38.692317    19.321823     0.672140     0.150000
    38.571571    19.265940     0.675452     0.150000
    38.449544    19.209258     0.678763     0.150000
    38.326215    19.151758     0.682074     0.150000
    38.201564    19.093424     0.685385     0.150000
    38.075570    19.034236     0.688696     0.150000
    37.948209    18.974177     0.692007     0.150000
    37.819460    18.913226     0.695318     0.150000
    37.689301    18.851363     0.698629     0.150000
    37.557707    18.788568     0.701940     0.150000
    37.424656    18.724820     0.705251     0.150000
    37.290122    18.660096     0.708562     0.150000
    37.154081    18.594374     0.711873     0.150000
    37.016507    18.527631     0.715184     0.150000
    36.877374    18.459843     0.718495     0.150000
    36.736655    18.390984     0.721806     0.150000
    36.594324    18.321029     0.725117     0.150000
    36.450353    18.249952     0.728428     0.150000
    36.304712    18.177725     0.731739     0.150000
    36.157373    18.104320     0.735050     0.150000
    36.008306    18.029709     0.738361     0.150000
    35.857480    17.953860     0.741672     0.150000
    35.704864    17.876743     0.744983     0.150000
    35.550425    17.798325     0.748294     0.150000
    35.394132    17.718574     0.751605     0.150000
    35.235950    17.637455     0.754916     0.150000
    35.075845    17.554932     0.758227     0.150000
    34.913782    17.470968     0.761538     0.150000
    34.749724    17.385525     0.764849     0.150000
    34.583634    17.298563     0.768161     0.150000
    34.415476    17.210042     0.771472     0.150000
    34.245208    17.119919     0.774783     0.150000
    34.072793    17.028149     0.778094     0.150000
    33.898188    16.934688     0.781405     0.150000
    33.721352    16.839487     0.784716     0.150000
    33.542241    16.742497     0.788027     0.150000
    33.360813    16.643667     0.791338     0.150000
    33.177020    16.542944     0.794649     0.150000
    32.990818    16.440273     0.797960     0.150000
    32.802157    16.335596     0.801271     0.150000
    32.610989    16.228854     0.804582     0.150000
    32.417265    16.119984     0.807893     0.150000
    32.220931    16.008921     0.811204     0.150000
    32.021935    15.895599     0.814515     0.150000
    31.820223    15.779946     0.817826     0.150000
    31.615739    15.661891     0.821137     0.150000
    31.408424    15.541355     0.824448     0.150000
    31.198220    15.418261     0.827759     0.150000
    30.985067    15.292524     0.831070     0.150000
    30.768900    15.164058     0.834381     0.150000
    30.549657    15.032771     0.837692     0.150000
    30.327271    14.898570     0.841003     0.150000
    30.101674    14.761355     0.844314     0.150000
    29.872795    14.621022     0.847625     0.150000
    29.640564    14.477461     0.850936     0.150000
    29.404905    14.330560     0.854247     0.150000
    29.165742    14.180198     0.857559     0.150000
    28.922996    14.026249     0.860870     0.150000
    28.676586    13.868583     0.864181     0.150000
    28.426429    13.707059     0.867492     0.150000
    28.172439    13.541533     0.870803     0.150000
    27.914526    13.371851     0.874114     0.150000
    27.652600    13.197851     0.877425     0.150000
    27.386565    13.019362     0.880736     0.150000
    27.116324    12.836205     0.884047     0.150000
    26.841778    12.648190     0.887358     0.150000
    26.562821    12.455114     0.890669     0.150000
    26.279347    12.256767     0.893980     0.150000
    25.991245    12.052921     0.897291     0.150000
    25.698402    11.843338     0.900602     0.150000
    25.400698    11.627762     0.903913     0.150000
    25.098013    11.405924     0.907224     0.150000
    24.790219    11.177535     0.910535     0.150000
    24.477187    10.942285     0.913846     0.150000
    24.158781    10.699848     0.917157     0.150000
    23.834862    10.449868     0.920468     0.150000
    23.505286    10.191967     0.923779     0.150000
    23.169903     9.925738     0.927090     0.150000
    22.828558     9.650740     0.930401     0.150000
    22.481091     9.366496     0.933712     0.150000
    22.127336     9.072490     0.937023     0.150000
    21.767120     8.768158     0.940334     0.150000
    21.400264     8.452882     0.943645     0.150000
    21.026585     8.125985     0.946957     0.150000
    20.645888     7.786716     0.950268     0.150000
    20.257976     7.434240     0.953579     0.150000
    19.862639     7.067622     0.956890     0.150000
    19.459665     6.685803     0.960201     0.150000
    19.048828     6.287574     0.963512     0.150000
    18.629897     5.871535     0.966823     0.150000
    18.202630     5.436047     0.970134     0.150000
    17.766776     4.979149     0.973445     0.150000
    17.322073     4.498456     0.976756     0.150000
    16.868248     3.990987     0.980067     0.150000
    16.405019     3.452911     0.983378     0.150000
    15.932091     2.879127     0.986689     0.150000
    15.449154     2.262544     0.990000     0.150000
    45.015797    21.685156     0.000000     0.200000
    44.984428    21.674217     0.003311     0.200000
    44.952909    21.663217     0.006622     0.200000
    44.921238    21.652155     0.009933     0.200000
    44.889413    21.641030     0.013244     0.200000
    44.857435    21.629843     0.016555     0.200000
    44.825301    21.618592     0.019866     0.200000
    44.793011    21.607277     0.023177     0.200000
    44.760564    21.595898     0.026488     0.200000
    44.727958    21.584454     0.029799     0.200000
    44.695192    21.572944     0.033110     0.200000
    44.662265    21.561368     0.036421     0.200000
    44.629176    21.549725     0.039732     0.200000
    44.595924    21.538015     0.043043     0.200000
    44.562507    21.526237     0.046355     0.200000
    44.528924    21.514390     0.049666     0.200000
    44.495174    21.502474     0.052977     0.200000
    44.461256    21.490489     0.056288     0.200000
    44.427169    21.478433     0.059599     0.200000
    44.392910    21.466306     0.062910     0.200000
    44.358480    21.454108     0.066221     0.200000
    44.323876    21.441837     0.069532     0.200000
    44.289097    21.429494     0.072843     0.200000
    44.254143    21.417077     0.076154     0.200000
    44.219011    21.404586     0.079465     0.200000
    44.183700    21.392020     0.082776     0.200000
    44.148209    21.379379     0.086087     0.200000
    44.112537    21.366661     0.089398     0.200000
    44.076682    21.353866     0.092709     0.200000
    44.040642    21.340994     0.096020     0.200000
    44.004417    21.328044     0.099331     0.200000
    43.968004    21.315014     0.102642     0.200000
    43.931403    21.301905     0.105953     0.200000
    43.894612    21.288716     0.109264     0.200000
    43.857629    21.275445     0.112575     0.200000
    43.820454    21.262092     0.115886     0.200000
    43.783083    21.248656     0.119197     0.200000
    43.745517    21.235137     0.122508     0.200000
    43.707753    21.221534     0.125819     0.200000
    43.669790    21.207846     0.129130     0.200000
    43.631625    21.194071     0.132441     0.200000
    43.593259    21.180210     0.135753     0.200000
    43.554688    21.166262     0.139064     0.200000
    43.515912    21.152225     0.142375     0.200000
    43.476929    21.138099     0.145686     0.200000
    43.437736    21.123883     0.148997     0.200000
    43.398333    21.109576     0.152308     0.200000
    43.358718    21.095178     0.155619     0.200000
    43.318888    21.080686     0.158930     0.200000
    43.278843    21.066101     0.162241     0.200000
    43.238580    21.051422     0.165552     0.200000
    43.198097    21.036647     0.168863     0.200000
    43.157394    21.021776     0.172174     0.200000
    43.116468    21.006808     0.175485     0.200000
    43.075316    20.991742     0.178796     0.200000
    43.033938    20.976576     0.182107     0.200000
    42.992332    20.961310     0.185418     0.200000
    42.950495    20.945943     0.188729     0.200000
    42.908426    20.930474     0.192040     0.200000
    42.866123    20.914901     0.195351     0.200000
    42.823583    20.899225     0.198662     0.200000
    42.780805    20.883443     0.201973     0.200000
    42.737787    20.867554     0.205284     0.200000
    42.694526    20.851559     0.208595     0.200000
    42.651021    20.835454     0.211906     0.200000
    42.607270    20.819240     0.215217     0.200000
    42.563270    20.802916     0.218528     0.200000
    42.519020    20.786479     0.221839     0.200000
    42.474516    20.769930     0.225151     0.200000
    42.429758    20.753266     0.228462     0.200000
    42.384743    20.736487     0.231773     0.200000
    42.339468    20.719591     0.235084     0.200000
    42.293932    20.702577     0.238395     0.200000
    42.248132    20.685444     0.241706     0.200000
    42.202065    20.668191     0.245017     0.200000
    42.155731    20.650817     0.248328     0.200000
    42.109125    20.633319     0.251639     0.200000
    42.062246    20.615697     0.254950     0.200000
    42.015091    20.597950     0.258261     0.200000
    41.967658    20.580076     0.261572     0.200000
    41.919945    20.562074     0.264883     0.200000
    41.871948    20.543942     0.268194     0.200000
    41.823666    20.525679     0.271505     0.200000
    41.775096    20.507283     0.274816     0.200000
    41.726235    20.488754     0.278127     0.200000
    41.677081    20.470089     0.281438     0.200000
    41.627630    20.451288     0.284749     0.200000
    41.577881    20.432348     0.288060     0.200000
    41.527831    20.413268     0.291371     0.200000
    41.477476    20.394047     0.294682     0.200000
    41.426815    20.374682     0.297993     0.200000
    41.375843    20.355173     0.301304     0.200000
    41.324559    20.335518     0.304615     0.200000
    41.272960    20.315715     0.307926     0.200000
    41.221042    20.295762     0.311237     0.200000
    41.168803    20.275658     0.314548     0.200000
    41.116239    20.255401     0.317860     0.200000
    41.063349    20.234989     0.321171     0.200000
    41.010127    20.214421     0.324482     0.200000
    40.956572    20.193694     0.327793     0.200000
    40.902681    20.172807     0.331104     0.200000
    40.848449    20.151758     0.334415     0.200000
    40.793874    20.130545     0.337726     0.200000
    40.738953    20.109166     0.341037     0.200000
    40.683683    20.087619     0.344348     0.200000
    40.628059    20.065903     0.347659     0.200000
    40.572079    20.044014     0.350970     0.200000
    40.515739    20.021952     0.354281     0.200000
    40.459035    19.999714     0.357592     0.200000
    40.401965    19.977297     0.360903     0.200000
    40.344524    19.954701     0.364214     0.200000
    40.286709    19.931921     0.367525     0.200000
    40.228517    19.908958     0.370836     0.200000
    40.169943    19.885807     0.374147     0.200000
    40.110983    19.862467     0.377458     0.200000
    40.051635    19.838936     0.380769     0.200000
    39.991894    19.815211     0.384080     0.200000
    39.931756    19.791289     0.387391     0.200000
    39.871217    19.767169     0.390702     0.200000
    39.810273    19.742847     0.394013     0.200000
    39.748921    19.718322     0.397324     0.200000
    39.687156    19.693591     0.400635     0.200000
    39.624973    19.668650     0.403946     0.200000
    39.562369    19.643498     0.407258     0.200000
    39.499339    19.618131     0.410569     0.200000
    39.435879    19.592548     0.413880     0.200000
    39.371985    19.566744     0.417191     0.200000
