    K_f          mu_f          f            Kp
    53.375812    25.840349     0.211906     0.100000
    53.336146    25.829150     0.215217     0.100000
    53.296204    25.817867     0.218528     0.100000
    53.255982    25.806497     0.221839     0.100000
    53.215478    25.795040     0.225151     0.100000
    53.174689    25.783495     0.228462     0.100000
    53.133611    25.771861     0.231773     0.100000
    53.092242    25.760138     0.235084     0.100000
    53.050579    25.748323     0.238395     0.100000
    53.008619    25.736415     0.241706     0.100000
    52.966357    25.724415     0.245017     0.100000
    52.923792    25.712320     0.248328     0.100000
    52.880919    25.700129     0.251639     0.100000
    52.837735    25.687842     0.254950     0.100000
    52.794238    25.675458     0.258261     0.100000
    52.750423    25.662974     0.261572     0.100000
    52.706287    25.650390     0.264883     0.100000
    52.661827    25.637704     0.268194     0.100000
    52.617038    25.624916     0.271505     0.100000
    52.571918    25.612025     0.274816     0.100000
    52.526462    25.599028     0.278127     0.100000
    52.480667    25.585924     0.281438     0.100000
    52.434530    25.572713     0.284749     0.100000
    52.388045    25.559393     0.288060     0.100000
    52.341209    25.545963     0.291371     0.100000
    52.294019    25.532421     0.294682     0.100000
    52.246470    25.518765     0.297993     0.100000
    52.198558    25.504995     0.301304     0.100000
    52.150279    25.491109     0.304615     0.100000
    52.101628    25.477105     0.307926     0.100000
    52.052602    25.462983     0.311237     0.100000
    52.003196    25.448739     0.314548     0.100000
    51.953405    25.434374     0.317860     0.100000
    51.903225    25.419885     0.321171     0.100000
    51.852652    25.405271     0.324482     0.100000
    51.801681    25.390529     0.327793     0.100000
    51.750307    25.375659     0.331104     0.100000
    51.698525    25.360659     0.334415     0.100000
    51.646331    25.345527     0.337726     0.100000
    51.593719    25.330261     0.341037     0.100000
    51.540684    25.314860     0.344348     0.100000
    51.487222    25.299321     0.347659     0.100000
    51.433327    25.283643     0.350970     0.100000
    51.378994    25.267824     0.354281     0.100000
    51.324217    25.251862     0.357592     0.100000
    51.268992    25.235756     0.360903     0.100000
    51.213312    25.219502     0.364214     0.100000
    51.157171    25.203099     0.367525     0.100000
    51.100565    25.186546     0.370836     0.100000
    51.043488    25.169839     0.374147     0.100000
    50.985932    25.152977     0.377458     0.100000
    50.927893    25.135958     0.380769     0.100000
    50.869365    25.118779     0.384080     0.100000
    50.810340    25.101438     0.387391     0.100000
    50.750813    25.083933     0.390702     0.100000
    50.690778    25.066262     0.394013     0.100000
    50.630227    25.048421     0.397324     0.100000
    50.569154    25.030410     0.400635     0.100000
    50.507553    25.012225     0.403946     0.100000
    50.445416    24.993863     0.407258     0.100000
    50.382736    24.975322     0.410569     0.100000
    50.319506    24.956600     0.413880     0.100000
    50.255720    24.937694     0.417191     0.100000
    50.191369    24.918601     0.420502     0.100000
    50.126446    24.899318     0.423813     0.100000
    50.060944    24.879843     0.427124     0.100000
    49.994854    24.860172     0.430435     0.100000
    49.928168    24.840303     0.433746     0.100000
    49.860880    24.820232     0.437057     0.100000
    49.792979    24.799957     0.440368     0.100000
    49.724459    24.779474     0.443679     0.100000
    49.655310    24.758780     0.446990     0.100000
    49.585524    24.737872     0.450301     0.100000
    49.515092    24.716747     0.453612     0.100000
    49.444004    24.695401     0.456923     0.100000
    49.372253    24.673830     0.460234     0.100000
    49.299828    24.652032     0.463545     0.100000
    49.226719    24.630002     0.466856     0.100000
    49.152918    24.607737     0.470167     0.100000
    49.078414    24.585232     0.473478     0.100000
    49.003197    24.562485     0.476789     0.100000
    48.927256    24.539491     0.480100     0.100000
    48.850583    24.516246     0.483411     0.100000
    48.773165    24.492746     0.486722     0.100000
    48.694991    24.468987     0.490033     0.100000
    48.616052    24.444964     0.493344     0.100000
    48.536334    24.420673     0.496656     0.100000
    48.455828    24.396110     0.499967     0.100000
    48.374520    24.371270     0.503278     0.100000
    48.292400    24.346147     0.506589     0.100000
    48.209454    24.320739     0.509900     0.100000
    48.125671    24.295038     0.513211     0.100000
    48.041037    24.269041     0.516522     0.100000
    47.955540    24.242742     0.519833     0.100000
    47.869166    24.216136     0.523144     0.100000
    47.781901    24.189218     0.526455     0.100000
    47.693732    24.161981     0.529766     0.100000
    47.604646    24.134421     0.533077     0.100000
    47.514626    24.106532     0.536388     0.100000
    47.423659    24.078307     0.539699     0.100000
    47.331729    24.049740     0.543010     0.100000
    47.238822    24.020826     0.546321     0.100000
    47.144920    23.991557     0.549632     0.100000
    47.050010    23.961928     0.552943     0.100000
    46.954073    23.931932     0.556254     0.100000
    46.857094    23.901561     0.559565     0.100000
    46.759055    23.870809     0.562876     0.100000
    46.659939    23.839668     0.566187     0.100000
    46.559728    23.808131     0.569498     0.100000
    46.458404    23.776191     0.572809     0.100000
    46.355947    23.743839     0.576120     0.100000
    46.252340    23.711068     0.579431     0.100000
    46.147562    23.677869     0.582742     0.100000
    46.041593    23.644235     0.586054     0.100000
    45.934414    23.610155     0.589365     0.100000
    45.826003    23.575623     0.592676     0.100000
    45.716338    23.540627     0.595987     0.100000
    45.605399    23.505160     0.599298     0.100000
    45.493162    23.469211     0.602609     0.100000
    45.379605    23.432770     0.605920     0.100000
    45.264705    23.395828     0.609231     0.100000
    45.148437    23.358374     0.612542     0.100000
    45.030776    23.320397     0.615853     0.100000
    44.911698    23.281886     0.619164     0.100000
    44.791177    23.242830     0.622475     0.100000
    44.669187    23.203217     0.625786     0.100000
    44.545699    23.163036     0.629097     0.100000
    44.420688    23.122273     0.632408     0.100000
    44.294124    23.080916     0.635719     0.100000
    44.165978    23.038953     0.639030     0.100000
    44.036220    22.996369     0.642341     0.100000
    43.904820    22.953151     0.645652     0.100000
    43.771747    22.909285     0.648963     0.100000
    43.636968    22.864755     0.652274     0.100000
    43.500449    22.819547     0.655585     0.100000
    43.362159    22.773645     0.658896     0.100000
    43.222060    22.727033     0.662207     0.100000
    43.080119    22.679694     0.665518     0.100000
    42.936298    22.631612     0.668829     0.100000
    42.790560    22.582768     0.672140     0.100000
    42.642865    22.533144     0.675452     0.100000
    42.493176    22.482721     0.678763     0.100000
    42.341450    22.431481     0.682074     0.100000
    42.187645    22.379403     0.685385     0.100000
    42.031720    22.326466     0.688696     0.100000
    41.873630    22.272649     0.692007     0.100000
    41.713329    22.217929     0.695318     0.100000
    41.550770    22.162284     0.698629     0.100000
    41.385906    22.105691     0.701940     0.100000
    41.218687    22.048124     0.705251     0.100000
    41.049063    21.989558     0.708562     0.100000
    40.876981    21.929968     0.711873     0.100000
    40.702387    21.869325     0.715184     0.100000
    40.525226    21.807602     0.718495     0.100000
    40.345441    21.744770     0.721806     0.100000
    40.162973    21.680799     0.725117     0.100000
    39.977761    21.615657     0.728428     0.100000
    39.789744    21.549312     0.731739     0.100000
    39.598857    21.481730     0.735050     0.100000
    39.405034    21.412876     0.738361     0.100000
    39.208206    21.342715     0.741672     0.100000
    39.008304    21.271208     0.744983     0.100000
    38.805254    21.198316     0.748294     0.100000
    38.598981    21.123999     0.751605     0.100000
    38.389409    21.048215     0.754916     0.100000
    38.176457    20.970919     0.758227     0.100000
    37.960044    20.892066     0.761538     0.100000
    37.740083    20.811609     0.764849     0.100000
    37.516488    20.729498     0.768161     0.100000
    37.289166    20.645681     0.771472     0.100000
    37.058025    20.560105     0.774783     0.100000
    36.822967    20.472713     0.778094     0.100000
    36.583892    20.383448     0.781405     0.100000
    36.340695    20.292249     0.784716     0.100000
    36.093270    20.199052     0.788027     0.100000
    35.841505    20.103790     0.791338     0.100000
    35.585285    20.006394     0.794649     0.100000
    35.324491    19.906792     0.797960     0.100000
    35.058999    19.804908     0.801271     0.100000
    34.788680    19.700662     0.804582     0.100000
    34.513403    19.593971     0.807893     0.100000
    34.233029    19.484749     0.811204     0.100000
    33.947416    19.372905     0.814515     0.100000
    33.656415    19.258342     0.817826     0.100000
    33.359873    19.140960     0.821137     0.100000
    33.057629    19.020654     0.824448     0.100000
    32.749518    18.897313     0.827759     0.100000
    32.435366    18.770822     0.831070     0.100000
    32.114996    18.641057     0.834381     0.100000
    31.788219    18.507890     0.837692     0.100000
    31.454843    18.371186     0.841003     0.100000
    31.114665    18.230801     0.844314     0.100000
    30.767474    18.086585     0.847625     0.100000
    30.413052    17.938379     0.850936     0.100000
    30.051171    17.786015     0.854247     0.100000
    29.681592    17.629316     0.857559     0.100000
    29.304067    17.468093     0.860870     0.100000
    28.918337    17.302149     0.864181     0.100000
    28.524132    17.131272     0.867492     0.100000
    28.121169    16.955239     0.870803     0.100000
    27.709154    16.773814     0.874114     0.100000
    27.287777    16.586745     0.877425     0.100000
    26.856716    16.393764     0.880736     0.100000
    26.415633    16.194586     0.884047     0.100000
    25.964174    15.988909     0.887358     0.100000
    25.501970    15.776409     0.890669     0.100000
    25.028631    15.556739     0.893980     0.100000
    24.543751    15.329533     0.897291     0.100000
    24.046903    15.094394     0.900602     0.100000
    23.537636    14.850901     0.903913     0.100000
    23.015481    14.598599     0.907224     0.100000
    22.479942    14.337002     0.910535     0.100000
    21.930497    14.065587     0.913846     0.100000
    21.366597    13.783790     0.917157     0.100000
    20.787665    13.491004     0.920468     0.100000
    20.193092    13.186573     0.923779     0.100000
    19.582234    12.869789     0.927090     0.100000
    18.954414    12.539885     0.930401     0.100000
    18.308914    12.196027     0.933712     0.100000
    17.644978    11.837312     0.937023     0.100000
    16.961805    11.462755     0.940334     0.100000
    16.258545    11.071283     0.943645     0.100000
    15.534300    10.661724     0.946957     0.100000
    14.788116    10.232794     0.950268     0.100000
    14.018982     9.783087     0.953579     0.100000
    13.225821     9.311055     0.956890     0.100000
    12.407490     8.814993     0.960201     0.100000
    11.562772     8.293018     0.963512     0.100000
    10.690369     7.743046     0.966823     0.100000
     9.788898     7.162761     0.970134     0.100000
     8.856882     6.549588     0.973445     0.100000
     7.892740     5.900647     0.976756     0.100000
     6.894783     5.212716     0.980067     0.100000
     5.861200     4.482171     0.983378     0.100000
     4.790049     3.704927     0.986689     0.100000
     3.679244     2.876355     0.990000     0.100000
    48.842040    23.956351     0.000000     0.150000
    48.809302    23.946865     0.003311     0.150000
    48.776390    23.937322     0.006622     0.150000
    48.743302    23.927724     0.009933     0.150000
    48.710038    23.918069     0.013244     0.150000
    48.676596    23.908357     0.016555     0.150000
    48.642974    23.898587     0.019866     0.150000
    48.609171    23.888759     0.023177     0.150000
    48.575186    23.878872     0.026488     0.150000
    48.541017    23.868926     0.029799     0.150000
    48.506662    23.858921     0.033110     0.150000
    48.472120    23.848855     0.036421     0.150000
    48.437390    23.838728     0.039732     0.150000
    48.402470    23.828540     0.043043     0.150000
    48.367358    23.818290     0.046355     0.150000
    48.332053    23.807977     0.049666     0.150000
    48.296553    23.797601     0.052977     0.150000
    48.260857    23.787162     0.056288     0.150000
    48.224963    23.776658     0.059599     0.150000
    48.188869    23.766090     0.062910     0.150000
    48.152574    23.755456     0.066221     0.150000
    48.116076    23.744756     0.069532     0.150000
    48.079373    23.733989     0.072843     0.150000
    48.042463    23.723155     0.076154     0.150000
    48.005345    23.712253     0.079465     0.150000
    47.968018    23.701282     0.082776     0.150000
    47.930478    23.690243     0.086087     0.150000
    47.892725    23.679133     0.089398     0.150000
    47.854756    23.667953     0.092709     0.150000
    47.816570    23.656701     0.096020     0.150000
    47.778166    23.645378     0.099331     0.150000
    47.739540    23.633982     0.102642     0.150000
    47.700691    23.622513     0.105953     0.150000
    47.661617    23.610969     0.109264     0.150000
    47.622316    23.599351     0.112575     0.150000
    47.582787    23.587658     0.115886     0.150000
    47.543026    23.575888     0.119197     0.150000
    47.503033    23.564041     0.122508     0.150000
    47.462805    23.552117     0.125819     0.150000
    47.422340    23.540114     0.129130     0.150000
    47.381636    23.528032     0.132441     0.150000
    47.340690    23.515870     0.135753     0.150000
    47.299502    23.503627     0.139064     0.150000
    47.258068    23.491302     0.142375     0.150000
    47.216386    23.478895     0.145686     0.150000
    47.174454    23.466405     0.148997     0.150000
    47.132269    23.453831     0.152308     0.150000
    47.089831    23.441171     0.155619     0.150000
    47.047135    23.428426     0.158930     0.150000
    47.004181    23.415594     0.162241     0.150000
    46.960965    23.402674     0.165552     0.150000
    46.917485    23.389666     0.168863     0.150000
    46.873738    23.376568     0.172174     0.150000
    46.829723    23.363380     0.175485     0.150000
    46.785437    23.350101     0.178796     0.150000
    46.740876    23.336730     0.182107     0.150000
    46.696040    23.323265     0.185418     0.150000
    46.650924    23.309706     0.188729     0.150000
    46.605527    23.296052     0.192040     0.150000
    46.559846    23.282302     0.195351     0.150000
    46.513878    23.268455     0.198662     0.150000
    46.467621    23.254509     0.201973     0.150000
    46.421071    23.240464     0.205284     0.150000
    46.374226    23.226319     0.208595     0.150000
    46.327083    23.212072     0.211906     0.150000
    46.279639    23.197723     0.215217     0.150000
    46.231892    23.183270     0.218528     0.150000
    46.183838    23.168712     0.221839     0.150000
    46.135475    23.154048     0.225151     0.150000
    46.086799    23.139278     0.228462     0.150000
    46.037808    23.124399     0.231773     0.150000
    45.988498    23.109411     0.235084     0.150000
    45.938866    23.094312     0.238395     0.150000
    45.888909    23.079101     0.241706     0.150000
    45.838624    23.063777     0.245017     0.150000
    45.788008    23.048339     0.248328     0.150000
    45.737057    23.032785     0.251639     0.150000
    45.685768    23.017114     0.254950     0.150000
    45.634138    23.001324     0.258261     0.150000
    45.582163    22.985415     0.261572     0.150000
    45.529840    22.969385     0.264883     0.150000
    45.477165    22.953233     0.268194     0.150000
    45.424135    22.936957     0.271505     0.150000
    45.370746    22.920555     0.274816     0.150000
    45.316994    22.904027     0.278127     0.150000
    45.262876    22.887371     0.281438     0.150000
    45.208388    22.870585     0.284749     0.150000
    45.153526    22.853668     0.288060     0.150000
    45.098287    22.836618     0.291371     0.150000
    45.042666    22.819434     0.294682     0.150000
    44.986659    22.802114     0.297993     0.150000
    44.930263    22.784656     0.301304     0.150000
    44.873473    22.767059     0.304615     0.150000
    44.816285    22.749322     0.307926     0.150000
    44.758695    22.731442     0.311237     0.150000
    44.700699    22.713417     0.314548     0.150000
    44.642292    22.695247     0.317860     0.150000
    44.583470    22.676929     0.321171     0.150000
    44.524229    22.658461     0.324482     0.150000
    44.464564    22.639842     0.327793     0.150000
    44.404471    22.621070     0.331104     0.150000
    44.343944    22.602142     0.334415     0.150000
    44.282980    22.583058     0.337726     0.150000
    44.221573    22.563814     0.341037     0.150000
    44.159719    22.544409     0.344348     0.150000
    44.097412    22.524841     0.347659     0.150000
    44.034648    22.505108     0.350970     0.150000
    43.971422    22.485207     0.354281     0.150000
    43.907728    22.465138     0.357592     0.150000
    43.843562    22.444896     0.360903     0.150000
    43.778917    22.424481     0.364214     0.150000
    43.713790    22.403889     0.367525     0.150000
    43.648173    22.383120     0.370836     0.150000
    43.582063    22.362169     0.374147     0.150000
    43.515452    22.341036     0.377458     0.150000
    43.448336    22.319717     0.380769     0.150000
    43.380709    22.298210     0.384080     0.150000
    43.312564    22.276513     0.387391     0.150000
    43.243896    22.254623     0.390702     0.150000
    43.174699    22.232538     0.394013     0.150000
    43.104966    22.210254     0.397324     0.150000
    43.034692    22.187769     0.400635     0.150000
    42.963870    22.165081     0.403946     0.150000
    42.892494    22.142187     0.407258     0.150000
    42.820557    22.119083     0.410569     0.150000
    42.748052    22.095767     0.413880     0.150000
    42.674973    22.072237     0.417191     0.150000
    42.601313    22.048488     0.420502     0.150000
    42.527064    22.024519     0.423813     0.150000
    42.452221    22.000325     0.427124     0.150000
    42.376775    21.975904     0.430435     0.150000
    42.300720    21.951252     0.433746     0.150000
    42.224047    21.926367     0.437057     0.150000
    42.146750    21.901245     0.440368     0.150000
    42.068820    21.875882     0.443679     0.150000
    41.990251    21.850276     0.446990     0.150000
    41.911033    21.824421     0.450301     0.150000
    41.831160    21.798316     0.453612     0.150000
    41.750622    21.771956     0.456923     0.150000
    41.669412    21.745337     0.460234     0.150000
    41.587521    21.718456     0.463545     0.150000
    41.504940    21.691309     0.466856     0.150000
    41.421661    21.663891     0.470167     0.150000
    41.337674    21.636199     0.473478     0.150000
    41.252971    21.608229     0.476789     0.150000
    41.167543    21.579976     0.480100     0.150000
    41.081380    21.551437     0.483411     0.150000
    40.994473    21.522605     0.486722     0.150000
    40.906811    21.493478     0.490033     0.150000
    40.818386    21.464051     0.493344     0.150000
    40.729187    21.434318     0.496656     0.150000
    40.639203    21.404276     0.499967     0.150000
    40.548425    21.373919     0.503278     0.150000
    40.456842    21.343242     0.506589     0.150000
    40.364443    21.312241     0.509900     0.150000
    40.271217    21.280909     0.513211     0.150000
    40.177153    21.249243     0.516522     0.150000
    40.082240    21.217235     0.519833     0.150000
    39.986466    21.184882     0.523144     0.150000
    39.889819    21.152177     0.526455     0.150000
    39.792288    21.119114     0.529766     0.150000
    39.693860    21.085687     0.533077     0.150000
    39.594523    21.051891     0.536388     0.150000
    39.494264    21.017720     0.539699     0.150000
    39.393070    20.983166     0.543010     0.150000
    39.290928    20.948224     0.546321     0.150000
    39.187825    20.912887     0.549632     0.150000
    39.083746    20.877148     0.552943     0.150000
    38.978679    20.841001     0.556254     0.150000
    38.872609    20.804438     0.559565     0.150000
    38.765522    20.767452     0.562876     0.150000
    38.657402    20.730036     0.566187     0.150000
    38.548236    20.692182     0.569498     0.150000
    38.438006    20.653882     0.572809     0.150000
    38.326699    20.615129     0.576120     0.150000
    38.214298    20.575914     0.579431     0.150000
    38.100787    20.536230     0.582742     0.150000
    37.986149    20.496067     0.586054     0.150000
    37.870368    20.455417     0.589365     0.150000
    37.753426    20.414271     0.592676     0.150000
    37.635306    20.372620     0.595987     0.150000
    37.515989    20.330454     0.599298     0.150000
    37.395459    20.287765     0.602609     0.150000
    37.273695    20.244541     0.605920     0.150000
    37.150679    20.200774     0.609231     0.150000
    37.026392    20.156452     0.612542     0.150000
    36.900813    20.111566     0.615853     0.150000
    36.773923    20.066103     0.619164     0.150000
    36.645701    20.020054     0.622475     0.150000
    36.516126    19.973406     0.625786     0.150000
    36.385176    19.926148     0.629097     0.150000
    36.252829    19.878269     0.632408     0.150000
    36.119063    19.829754     0.635719     0.150000
    35.983855    19.780592     0.639030     0.150000
    35.847181    19.730771     0.642341     0.150000
    35.709017    19.680275     0.645652     0.150000
    35.569340    19.629092     0.648963     0.150000
    35.428123    19.577208     0.652274     0.150000
    35.285342    19.524607     0.655585     0.150000
    35.140969    19.471276     0.658896     0.150000
    34.994980    19.417198     0.662207     0.150000
    34.847345    19.362358     0.665518     0.150000
    34.698038    19.306740     0.668829     0.150000
    34.547029    19.250326     0.672140     0.150000
    34.394289    19.193101     0.675452     0.150000
    34.239788    19.135046     0.678763     0.150000
    34.083497    19.076142     0.682074     0.150000
    33.925383    19.016372     0.685385     0.150000
    33.765414    18.955716     0.688696     0.150000
    33.603558    18.894154     0.692007     0.150000
    33.439780    18.831666     0.695318     0.150000
    33.274047    18.768231     0.698629     0.150000
    33.106324    18.703826     0.701940     0.150000
    32.936573    18.638430     0.705251     0.150000
    32.764759    18.572019     0.708562     0.150000
    32.590843    18.504570     0.711873     0.150000
    32.414787    18.436058     0.715184     0.150000
    32.236551    18.366458     0.718495     0.150000
    32.056093    18.295744     0.721806     0.150000
    31.873373    18.223888     0.725117     0.150000
    31.688347    18.150863     0.728428     0.150000
    31.500972    18.076640     0.731739     0.150000
    31.311203    18.001190     0.735050     0.150000
    31.118992    17.924481     0.738361     0.150000
    30.924294    17.846482     0.741672     0.150000
    30.727059    17.767160     0.744983     0.150000
    30.527237    17.686482     0.748294     0.150000
    30.324778    17.604411     0.751605     0.150000
    30.119628    17.520912     0.754916     0.150000
    29.911734    17.435947     0.758227     0.150000
    29.701040    17.349477     0.761538     0.150000
    29.487489    17.261462     0.764849     0.150000
    29.271023    17.171860     0.768161     0.150000
    29.051581    17.080628     0.771472     0.150000
    28.829103    16.987720     0.774783     0.150000
    28.603523    16.893090     0.778094     0.150000
    28.374778    16.796691     0.781405     0.150000
    28.142800    16.698471     0.784716     0.150000
    27.907520    16.598379     0.788027     0.150000
    27.668866    16.496360     0.791338     0.150000
    27.426767    16.392359     0.794649     0.150000
    27.181146    16.286317     0.797960     0.150000
    26.931927    16.178174     0.801271     0.150000
    26.679029    16.067866     0.804582     0.150000
    26.422371    15.955327     0.807893     0.150000
    26.161867    15.840490     0.811204     0.150000
    25.897432    15.723283     0.814515     0.150000
    25.628975    15.603633     0.817826     0.150000
    25.356404    15.481461     0.821137     0.150000
    25.079624    15.356688     0.824448     0.150000
    24.798536    15.229229     0.827759     0.150000
    24.513039    15.098996     0.831070     0.150000
    24.223028    14.965899     0.834381     0.150000
    23.928396    14.829841     0.837692     0.150000
    23.629031    14.690724     0.841003     0.150000
    23.324818    14.548441     0.844314     0.150000
    23.015639    14.402884     0.847625     0.150000
    22.701370    14.253940     0.850936     0.150000
    22.381886    14.101487     0.854247     0.150000
    22.057055    13.945401     0.857559     0.150000
    21.726742    13.785550     0.860870     0.150000
    21.390806    13.621797     0.864181     0.150000
    21.049104    13.453996     0.867492     0.150000
    20.701485    13.281996     0.870803     0.150000
    20.347794    13.105637     0.874114     0.150000
    19.987872    12.924751     0.877425     0.150000
    19.621550    12.739162     0.880736     0.150000
    19.248659    12.548683     0.884047     0.150000
    18.869019    12.353120     0.887358     0.150000
    18.482444    12.152265     0.890669     0.150000
    18.088745    11.945902     0.893980     0.150000
    17.687721    11.733799     0.897291     0.150000
    17.279166    11.515715     0.900602     0.150000
    16.862867    11.291393     0.903913     0.150000
    16.438601    11.060561     0.907224     0.150000
    16.006137    10.822932     0.910535     0.150000
    15.565235    10.578200     0.913846     0.150000
    15.115645    10.326044     0.917157     0.150000
    14.657109    10.066118     0.920468     0.150000
    14.189357     9.798060     0.923779     0.150000
    13.712108     9.521481     0.927090     0.150000
    13.225069     9.235969     0.930401     0.150000
    12.727937     8.941083     0.933712     0.150000
    12.220395     8.636354     0.937023     0.150000
    11.702111     8.321281     0.940334     0.150000
    11.172742     7.995328     0.943645     0.150000
    10.631927     7.657921     0.946957     0.150000
    10.079292     7.308447     0.950268     0.150000
     9.514445     6.946246     0.953579     0.150000
     8.936977     6.570610     0.956890     0.150000
     8.346459     6.180777     0.960201     0.150000
     7.742444     5.775926     0.963512     0.150000
     7.124464     5.355174     0.966823     0.150000
     6.492030     4.917564     0.970134     0.150000
     5.844628     4.462063     0.973445     0.150000
     5.181720     3.987550     0.976756     0.150000
     4.502742     3.492810     0.980067     0.150000
     3.807104     2.976521     0.983378     0.150000
     3.094184     2.437243     0.986689     0.150000
     2.363330     1.873406     0.990000     0.150000
    43.070260    21.685156     0.000000     0.200000
    43.034202    21.674146     0.003311     0.200000
    42.997965    21.663073     0.006622     0.200000
    42.961546    21.651937     0.009933     0.200000
    42.924946    21.640739     0.013244     0.200000
    42.888162    21.629477     0.016555     0.200000
    42.851193    21.618150     0.019866     0.200000
    42.814038    21.606759     0.023177     0.200000
    42.776696    21.595302     0.026488     0.200000
    42.739164    21.583779     0.029799     0.200000
    42.701442    21.572190     0.033110     0.200000
    42.663528    21.560534     0.036421     0.200000
    42.625420    21.548810     0.039732     0.200000
    42.587117    21.537018     0.043043     0.200000
    42.548618    21.525157     0.046355     0.200000
    42.509921    21.513226     0.049666     0.200000
    42.471025    21.501226     0.052977     0.200000
    42.431927    21.489155     0.056288     0.200000
    42.392627    21.477012     0.059599     0.200000
    42.353123    21.464798     0.062910     0.200000
    42.313413    21.452511     0.066221     0.200000
    42.273496    21.440150     0.069532     0.200000
    42.233369    21.427716     0.072843     0.200000
    42.193032    21.415208     0.076154     0.200000
    42.152483    21.402624     0.079465     0.200000
    42.111720    21.389964     0.082776     0.200000
    42.070741    21.377227     0.086087     0.200000
    42.029544    21.364414     0.089398     0.200000
    41.988129    21.351522     0.092709     0.200000
    41.946492    21.338551     0.096020     0.200000
    41.904633    21.325501     0.099331     0.200000
    41.862550    21.312371     0.102642     0.200000
    41.820240    21.299160     0.105953     0.200000
    41.777702    21.285868     0.109264     0.200000
    41.734934    21.272493     0.112575     0.200000
    41.691935    21.259034     0.115886     0.200000
    41.648701    21.245492     0.119197     0.200000
    41.605232    21.231865     0.122508     0.200000
    41.561526    21.218152     0.125819     0.200000
    41.517580    21.204354     0.129130     0.200000
    41.473392    21.190467     0.132441     0.200000
    41.428962    21.176493     0.135753     0.200000
    41.384285    21.162430     0.139064     0.200000
    41.339361    21.148278     0.142375     0.200000
    41.294188    21.134034     0.145686     0.200000
    41.248762    21.119700     0.148997     0.200000
    41.203083    21.105273     0.152308     0.200000
    41.157149    21.090753     0.155619     0.200000
    41.110956    21.076138     0.158930     0.200000
    41.064502    21.061429     0.162241     0.200000
    41.017787    21.046624     0.165552     0.200000
    40.970806    21.031721     0.168863     0.200000
    40.923559    21.016721     0.172174     0.200000
    40.876042    21.001622     0.175485     0.200000
    40.828254    20.986424     0.178796     0.200000
    40.780192    20.971124     0.182107     0.200000
    40.731854    20.955723     0.185418     0.200000
    40.683237    20.940219     0.188729     0.200000
    40.634340    20.924611     0.192040     0.200000
    40.585158    20.908898     0.195351     0.200000
    40.535691    20.893079     0.198662     0.200000
    40.485935    20.877153     0.201973     0.200000
    40.435889    20.861119     0.205284     0.200000
    40.385548    20.844975     0.208595     0.200000
    40.334912    20.828721     0.211906     0.200000
    40.283977    20.812356     0.215217     0.200000
    40.232740    20.795878     0.218528     0.200000
    40.181200    20.779287     0.221839     0.200000
    40.129352    20.762580     0.225151     0.200000
    40.077196    20.745757     0.228462     0.200000
    40.024726    20.728817     0.231773     0.200000
    39.971942    20.711758     0.235084     0.200000
    39.918839    20.694579     0.238395     0.200000
    39.865416    20.677279     0.241706     0.200000
    39.811669    20.659857     0.245017     0.200000
    39.757595    20.642310     0.248328     0.200000
    39.703192    20.624639     0.251639     0.200000
    39.648455    20.606841     0.254950     0.200000
    39.593383    20.588916     0.258261     0.200000
    39.537972    20.570861     0.261572     0.200000
    39.482219    20.552676     0.264883     0.200000
    39.426121    20.534358     0.268194     0.200000
    39.369674    20.515908     0.271505     0.200000
    39.312875    20.497322     0.274816     0.200000
    39.255722    20.478600     0.278127     0.200000
    39.198210    20.459740     0.281438     0.200000
    39.140336    20.440741     0.284749     0.200000
    39.082098    20.421601     0.288060     0.200000
    39.023490    20.402318     0.291371     0.200000
    38.964511    20.382891     0.294682     0.200000
    38.905156    20.363318     0.297993     0.200000
    38.845421    20.343598     0.301304     0.200000
    38.785304    20.323729     0.304615     0.200000
    38.724800    20.303709     0.307926     0.200000
    38.663906    20.283536     0.311237     0.200000
    38.602617    20.263209     0.314548     0.200000
    38.540931    20.242727     0.317860     0.200000
    38.478842    20.222086     0.321171     0.200000
    38.416348    20.201286     0.324482     0.200000
    38.353444    20.180324     0.327793     0.200000
    38.290126    20.159199     0.331104     0.200000
    38.226390    20.137908     0.334415     0.200000
    38.162232    20.116450     0.337726     0.200000
    38.097648    20.094823     0.341037     0.200000
    38.032633    20.073025     0.344348     0.200000
    37.967183    20.051053     0.347659     0.200000
    37.901294    20.028906     0.350970     0.200000
    37.834961    20.006581     0.354281     0.200000
    37.768180    19.984077     0.357592     0.200000
    37.700947    19.961391     0.360903     0.200000
    37.633255    19.938521     0.364214     0.200000
    37.565102    19.915465     0.367525     0.200000
    37.496482    19.892220     0.370836     0.200000
    37.427390    19.868784     0.374147     0.200000
    37.357822    19.845155     0.377458     0.200000
    37.287773    19.821331     0.380769     0.200000
    37.217236    19.797308     0.384080     0.200000
    37.146209    19.773084     0.387391     0.200000
    37.074684    19.748658     0.390702     0.200000
    37.002658    19.724026     0.394013     0.200000
    36.930124    19.699186     0.397324     0.200000
    36.857078    19.674134     0.400635     0.200000
    36.783514    19.648870     0.403946     0.200000
    36.709426    19.623388     0.407258     0.200000
    36.634808    19.597688     0.410569     0.200000
    36.559656    19.571766     0.413880     0.200000
    36.483963    19.545619     0.417191     0.200000
    36.407724    19.519244     0.420502     0.200000
    36.330932    19.492638     0.423813     0.200000
